City,State,Year Built,Bathrooms,Bedrooms,Square Footage,List Price,House Type,City_freq,House Age,House Size
Severna Park,MD,1972.0,2,3,1467.0,495000.0,Townhouse,16,53.0,Medium
Clarksburg,MD,2004.0,2,2,1104.0,314999.0,Townhouse,8,21.0,Small
Stafford,VA,2022.0,5,5,4500.0,425000.0,Single-Family Home,39,3.0,Large
Alexandria,VA,2000.0,3,3,2350.0,715000.0,Single-Family Home,307,25.0,Medium
Washington,DC,1931.0,3,5,2493.0,1127000.0,Single-Family Home,188,94.0,Medium
Woodbridge,VA,2003.0,5,5,6203.0,995000.0,Single-Family Home,156,22.0,Large
Dunn Loring,VA,1976.0,2,3,14000.0,850000.0,Single-Family Home,2,49.0,Large
Washington,DC,2020.0,2,1,771.0,850000.0,Apartment/Condo,188,5.0,Small
Washington,DC,1957.0,2,2,1250.0,599000.0,Townhouse,188,68.0,Small
Washington,DC,1891.0,1,1,596.0,275000.0,Apartment/Condo,188,134.0,Small
Gaithersburg,MD,1986.0,2,2,1028.0,34953.92,Townhouse,94,39.0,Small
Baltimore,MD,1880.0,3,3,2500.0,420000.0,Single-Family Home,497,145.0,Medium
Charles Town,WV,2002.0,3,4,2248.0,479999.0,Single-Family Home,12,23.0,Medium
Hollywood,MD,2005.0,4,5,4143.0,645000.0,Single-Family Home,6,20.0,Large
College Park,MD,1953.0,2,3,1094.0,369000.0,Unknown,11,72.0,Small
Middle River,MD,1899.0,2,3,1942.0,525000.0,Unknown,21,126.0,Medium
Severna Park,MD,1978.0,4,4,2758.0,749000.0,Single-Family Home,16,47.0,Large
Baltimore,MD,1920.0,1,2,1942.0,50000.0,Unknown,497,105.0,Medium
Elkridge,MD,1981.0,3,3,1098.0,289000.0,Townhouse,5,44.0,Small
Baltimore,MD,1920.0,2,4,2000.0,250000.0,Single-Family Home,497,105.0,Medium
Alexandria,VA,1985.0,3,3,1323.0,455000.0,Townhouse,307,40.0,Medium
Lutherville Timonium,MD,1969.0,3,4,2500.0,450000.0,Single-Family Home,21,56.0,Medium
Glen Burnie,MD,1959.0,2,3,1850.0,395000.0,Single-Family Home,28,66.0,Medium
Lorton,VA,1986.0,2,3,1942.0,398500.0,Unknown,28,39.0,Medium
Baltimore,MD,1923.0,2,3,2100.0,185000.0,Single-Family Home,497,102.0,Medium
Riverdale,MD,1923.0,1,2,888.0,345000.0,Apartment/Condo,4,102.0,Small
Falls Church,VA,1967.0,3,5,1992.0,889000.0,Single-Family Home,76,58.0,Medium
Alexandria,VA,2002.0,4,4,3000.0,960000.0,Single-Family Home,307,23.0,Large
Charles Town,WV,1988.0,2,2,1120.0,174500.0,Townhouse,12,37.0,Small
Rockville,MD,1957.0,3,4,2330.0,670000.0,Single-Family Home,84,68.0,Medium
Baltimore,MD,1931.0,1,3,1510.0,170000.0,Townhouse,497,94.0,Medium
Nokesville,VA,1986.0,2,3,1942.0,625000.0,Unknown,3,39.0,Medium
Stafford,VA,2004.0,4,5,4866.0,935000.0,Single-Family Home,39,21.0,Large
Charles Town,WV,2021.0,2,4,2038.0,610000.0,Single-Family Home,12,4.0,Medium
Fredericksburg,VA,1929.0,2,3,1200.0,350000.0,Townhouse,26,96.0,Small
Laurel,MD,1982.0,1,2,1942.0,51900.0,Unknown,65,43.0,Medium
Baltimore,MD,1947.0,1,3,1300.0,90000.0,Townhouse,497,78.0,Medium
Alexandria,VA,1952.0,3,5,2800.0,925000.0,Single-Family Home,307,73.0,Large
Annandale,VA,1986.0,2,3,1942.0,675000.0,Unknown,46,39.0,Medium
Arlington,VA,1964.0,1,1,530.0,215000.0,Apartment/Condo,262,61.0,Small
Washington,DC,1960.0,1,2,898.0,495000.0,Apartment/Condo,188,65.0,Small
Chantilly,VA,1995.0,4,3,3000.0,749900.0,Single-Family Home,39,30.0,Large
Stafford,VA,1976.0,2,3,1414.0,249500.0,Townhouse,39,49.0,Medium
Baltimore,MD,1920.0,1,2,611.0,80000.0,Apartment/Condo,497,105.0,Small
Fredericksburg,VA,2003.0,4,3,2923.0,620000.0,Unknown,26,22.0,Large
Arlington,VA,2008.0,1,1,570.0,486000.0,Apartment/Condo,262,17.0,Small
Gaithersburg,MD,1979.0,4,4,1372.0,379000.0,Townhouse,94,46.0,Medium
Ellicott City,MD,1990.0,3,4,2388.0,790000.0,Single-Family Home,58,35.0,Medium
Lutherville Timonium,MD,1990.0,4,3,1760.0,515000.0,Single-Family Home,21,35.0,Medium
Annapolis,MD,1985.0,3,3,1935.0,525000.0,Single-Family Home,44,40.0,Medium
Hanover,MD,2018.0,3,3,2700.0,560000.0,Single-Family Home,8,7.0,Large
Arlington,VA,1983.0,3,3,1850.0,825000.0,Single-Family Home,262,42.0,Medium
Frederick,MD,2002.0,3,3,2680.0,450000.0,Single-Family Home,33,23.0,Large
North Potomac,MD,1988.0,4,3,1500.0,500000.0,Townhouse,3,37.0,Medium
Glen Burnie,MD,1999.0,2,2,962.0,214900.0,Apartment/Condo,28,26.0,Small
Baltimore,MD,1900.0,2,2,1000.0,250000.0,Townhouse,497,125.0,Small
Stafford,VA,1986.0,2,3,1942.0,95000.0,Unknown,39,39.0,Medium
Rockville,MD,1971.0,4,3,2439.0,595000.0,Single-Family Home,84,54.0,Medium
Fairfax,VA,1957.0,1,2,600.0,599000.0,Apartment/Condo,110,68.0,Small
Woodbridge,VA,1968.0,1,2,883.0,249000.0,Apartment/Condo,156,57.0,Small
Alexandria,VA,1988.0,4,3,2500.0,625000.0,Single-Family Home,307,37.0,Medium
Stevensville,MD,1984.0,1,2,996.0,250000.0,Apartment/Condo,12,41.0,Small
Waldorf,MD,1986.0,2,3,1942.0,250000.0,Unknown,112,39.0,Medium
Germantown,MD,1997.0,2,2,1562.0,320000.0,Townhouse,16,28.0,Medium
Sterling,VA,1999.0,4,5,4792.0,1299000.0,Single-Family Home,92,26.0,Large
Fairfax,VA,1986.0,1,2,1942.0,46000.0,Unknown,110,39.0,Medium
Baltimore,MD,1967.0,3,5,2334.0,465000.0,Single-Family Home,497,58.0,Medium
Washington,DC,1945.0,1,2,1051.0,300000.0,Townhouse,188,80.0,Small
Stafford,VA,1986.0,2,3,1942.0,250000.0,Unknown,39,39.0,Medium
Washington,DC,1928.0,1,3,1388.0,675000.0,Townhouse,188,97.0,Medium
Sparrows Point,MD,1927.0,2,3,1554.0,410000.0,Townhouse,4,98.0,Medium
Clinton,MD,1986.0,2,3,1942.0,35000.0,Unknown,10,39.0,Medium
Fairfax,VA,1987.0,4,4,1881.0,609000.0,Single-Family Home,110,38.0,Medium
Lutherville Timonium,MD,1987.0,4,6,5022.0,849900.0,Single-Family Home,21,38.0,Large
Arlington,VA,1956.0,2,4,9110.0,975000.0,Single-Family Home,262,69.0,Large
Baltimore,MD,1920.0,1,3,900.0,60000.0,Other,497,105.0,Small
Arlington,VA,1944.0,2,2,1383.0,549900.0,Townhouse,262,81.0,Medium
Baltimore,MD,1920.0,1,3,1100.0,94000.0,Unknown,497,105.0,Small
Baltimore,MD,1900.0,1,2,1000.0,200000.0,Townhouse,497,125.0,Small
Baltimore,MD,1993.0,1,3,1080.0,200000.0,Townhouse,497,32.0,Small
Chantilly,VA,1999.0,2,3,2170.0,555900.0,Single-Family Home,39,26.0,Medium
Arlington,VA,1989.0,2,2,1153.0,525000.0,Townhouse,262,36.0,Small
Round Hill,VA,1987.0,2,3,1738.0,689000.0,Single-Family Home,1,38.0,Medium
Stafford,VA,1993.0,2,3,980.0,110000.0,Other,39,32.0,Small
Washington,DC,2015.0,2,2,1125.0,779000.0,Townhouse,188,10.0,Small
Arlington,VA,1965.0,1,1,828.0,212000.0,Apartment/Condo,262,60.0,Small
Washington,DC,1952.0,2,3,1184.0,635000.0,Townhouse,188,73.0,Small
Alexandria,VA,1978.0,3,4,3650.0,799000.0,Single-Family Home,307,47.0,Large
Annapolis,MD,1986.0,2,3,1942.0,200000.0,Unknown,44,39.0,Medium
Washington,DC,1942.0,4,4,2720.0,750000.0,Single-Family Home,188,83.0,Large
Washington,DC,1947.0,1,2,650.0,205000.0,Apartment/Condo,188,78.0,Small
Manassas,VA,1947.0,2,3,1528.0,509000.0,Townhouse,97,78.0,Medium
Washington,DC,1980.0,3,2,1332.0,950000.0,Townhouse,188,45.0,Medium
Lorton,VA,1988.0,4,3,2250.0,625000.0,Single-Family Home,28,37.0,Medium
Crownsville,MD,1986.0,2,3,1942.0,160000.0,Unknown,5,39.0,Medium
Rockville,MD,1973.0,1,1,650.0,159900.0,Apartment/Condo,84,52.0,Small
Waldorf,MD,2015.0,3,4,3865.0,685000.0,Single-Family Home,112,10.0,Large
Baltimore,MD,1984.0,1,3,1174.0,339999.0,Townhouse,497,41.0,Small
Cockeysville,MD,1986.0,2,3,1942.0,900000.0,Unknown,9,39.0,Medium
Issue,MD,1986.0,2,3,1942.0,45000.0,Unknown,1,39.0,Medium
Frederick,MD,1982.0,1,1,800.0,158000.0,Apartment/Condo,33,43.0,Small
Baltimore,MD,1926.0,4,4,2000.0,250000.0,Single-Family Home,497,99.0,Medium
Fort Washington,MD,1986.0,3,4,12320.0,405000.0,Single-Family Home,9,39.0,Large
Chesapeake Beach,MD,1988.0,5,5,2198.0,575000.0,Single-Family Home,6,37.0,Medium
Baltimore,MD,1986.0,2,2,1800.0,56000.0,Other,497,39.0,Medium
Washington,DC,1942.0,1,1,1014.0,399000.0,Other,188,83.0,Small
Montgomery Village,MD,1989.0,2,3,1115.0,362000.0,Townhouse,4,36.0,Small
Baltimore,MD,1920.0,1,3,1942.0,85000.0,Unknown,497,105.0,Medium
Chesapeake Beach,MD,1930.0,1,2,17720.0,1200000.0,Other,6,95.0,Large
Baltimore,MD,1920.0,2,3,1300.0,124500.0,Townhouse,497,105.0,Medium
Silver Spring,MD,1970.0,2,3,2500.0,549000.0,Single-Family Home,156,55.0,Medium
Ashburn,VA,1999.0,4,4,22162.880000000077,984900.0,Single-Family Home,104,26.0,Large
Capitol Heights,MD,1926.0,1,3,2320.0,173000.0,Single-Family Home,20,99.0,Medium
Annapolis,MD,1986.0,2,3,1942.0,180000.0,Unknown,44,39.0,Medium
Baltimore,MD,1920.0,2,3,920.0,55000.0,Other,497,105.0,Small
Woodbridge,VA,2022.0,3,3,2.0,450000.0,Other,156,3.0,Medium
Washington,DC,1924.0,3,4,1208.0,644995.0,Townhouse,188,101.0,Small
Manassas,VA,1986.0,2,3,1942.0,270000.0,Unknown,97,39.0,Medium
Towson,MD,1943.0,2,4,1140.0,311000.0,Townhouse,10,82.0,Small
Fredericksburg,VA,1986.0,2,3,1942.0,80000.0,Unknown,26,39.0,Medium
Frederick,MD,1900.0,2,2,1450.0,365000.0,Townhouse,33,125.0,Medium
Baltimore,MD,1920.0,2,2,1942.0,34953.92,Unknown,497,105.0,Medium
Baltimore,MD,1915.0,2,2,1200.0,75000.0,Townhouse,497,110.0,Small
Washington,DC,1986.0,2,3,175.0,50000.0,Unknown,188,39.0,Small
Baltimore,MD,1937.0,3,3,1656.0,728000.0,Townhouse,497,88.0,Medium
Washington,DC,1900.0,3,2,1800.0,1275000.0,Other,188,125.0,Medium
La Plata,MD,1986.0,2,3,1942.0,60000.0,Unknown,16,39.0,Medium
Brunswick,MD,1920.0,2,3,1664.0,300000.0,Townhouse,3,105.0,Medium
Stafford,VA,1994.0,4,4,2576.0,530000.0,Single-Family Home,39,31.0,Large
Fairfax,VA,1935.0,2,3,1942.0,520000.0,Unknown,110,90.0,Medium
Haymarket,VA,2019.0,4,3,2130.0,499999.0,Single-Family Home,41,6.0,Medium
Baltimore,MD,1920.0,2,4,750.0,40000.0,Other,497,105.0,Small
Washington,DC,1879.36,1,1,520.0,499000.0,Apartment/Condo,188,145.6400000000001,Small
Silver Spring,MD,1986.0,3,5,2000.0,750000.0,Single-Family Home,156,39.0,Medium
Essex,MD,1986.0,1,3,1200.0,225000.0,Townhouse,14,39.0,Small
Warrenton,VA,2003.0,5,4,4881.0,750000.0,Single-Family Home,16,22.0,Large
Stevensville,MD,1978.0,3,4,2588.0,529900.0,Single-Family Home,12,47.0,Large
Woodbridge,VA,1984.0,4,3,2182.0,460000.0,Single-Family Home,156,41.0,Medium
Upper Marlboro,MD,2018.0,4,4,2800.0,550000.0,Single-Family Home,124,7.0,Large
Upper Marlboro,MD,1986.0,2,3,1942.0,99000.0,Unknown,124,39.0,Medium
Oakton,VA,1978.0,3,3,2026.0,589000.0,Single-Family Home,7,47.0,Medium
Fairfax,VA,1978.0,4,3,1980.0,599000.0,Single-Family Home,110,47.0,Medium
Washington,DC,1986.0,1,1,466.0,205000.0,Apartment/Condo,188,39.0,Small
Brandywine,MD,1982.0,2,3,15260.0,525000.0,Single-Family Home,44,43.0,Large
Baltimore,MD,1880.0,3,3,1788.0,548500.0,Single-Family Home,497,145.0,Medium
Lorton,VA,1986.0,2,3,1942.0,329900.0,Unknown,28,39.0,Medium
Silver Spring,MD,1986.0,2,3,1368.0,410000.0,Townhouse,156,39.0,Medium
Adamstown,MD,1986.0,3,3,18032.0,570000.0,Single-Family Home,1,39.0,Large
Upper Marlboro,MD,1986.0,2,4,1942.0,156500.0,Unknown,124,39.0,Medium
Baltimore,MD,1986.0,2,4,1942.0,175500.0,Unknown,497,39.0,Medium
Baltimore,MD,1926.0,2,1,1040.0,50000.0,Unknown,497,99.0,Small
Baltimore,MD,1880.0,1,3,1492.0,199900.0,Townhouse,497,145.0,Medium
Baltimore,MD,1986.0,1,1,820.0,139000.0,Apartment/Condo,497,39.0,Small
Fairfax,VA,1965.0,5,5,4112.0,1150000.0,Single-Family Home,110,60.0,Large
Alexandria,VA,1942.0,3,3,1692.0,910000.0,Townhouse,307,83.0,Medium
Baltimore,MD,1974.0,1,1,877.0,128000.0,Apartment/Condo,497,51.0,Small
Hanover,MD,2019.0,4,4,2600.0,649900.0,Single-Family Home,8,6.0,Large
King George,VA,2013.0,3,4,21231.0,509900.0,Single-Family Home,13,12.0,Large
Washington,DC,1963.0,1,3,445.0,239000.0,Unknown,188,62.0,Small
Middle River,MD,1986.0,1,3,880.0,89900.0,Other,21,39.0,Small
Baltimore,MD,1929.0,4,5,22162.880000000077,1110000.0,Single-Family Home,497,96.0,Large
Washington,DC,1907.0,1,1,520.0,325000.0,Apartment/Condo,188,118.0,Small
Washington,DC,1937.0,2,1,351.0,225000.0,Unknown,188,88.0,Small
Adelphi,MD,1967.0,2,2,1092.0,127000.0,Townhouse,3,58.0,Small
Severn,MD,1994.0,2,4,1624.0,430000.0,Townhouse,12,31.0,Medium
District Heights,MD,1986.0,2,3,1942.0,156700.0,Unknown,22,39.0,Medium
Washington,DC,1916.0,1,1,588.0,460000.0,Apartment/Condo,188,109.0,Small
Herndon,VA,1996.0,3,3,1868.0,650000.0,Single-Family Home,23,29.0,Medium
Baltimore,MD,1957.0,4,4,22162.880000000077,850000.0,Single-Family Home,497,68.0,Large
Middle River,MD,1986.0,2,3,1100.0,90000.0,Townhouse,21,39.0,Small
Harpers Ferry,WV,2003.0,4,4,3600.0,549500.0,Single-Family Home,16,22.0,Large
Chesapeake Beach,MD,2009.0,3,3,2017.0,335000.0,Single-Family Home,6,16.0,Medium
Centreville,VA,1986.0,2,3,1942.0,1456280.0000000007,Unknown,30,39.0,Medium
Reston,VA,1988.0,1,1,3960.0,919000.0,Other,47,37.0,Large
Capitol Heights,MD,1986.0,4,6,1942.0,435000.0,Unknown,20,39.0,Medium
Annandale,VA,1962.0,1,1,728.0,219000.0,Apartment/Condo,46,63.0,Small
Baltimore,MD,1941.0,1,3,1440.0,280000.0,Townhouse,497,84.0,Medium
Baltimore,MD,1944.0,2,3,1330.0,110000.0,Townhouse,497,81.0,Medium
Baltimore,MD,1900.0,1,3,674.0,87000.0,Other,497,125.0,Small
Marriottsville,MD,1995.0,3,4,22162.880000000077,1100000.0,Single-Family Home,4,30.0,Large
Baltimore,MD,1970.0,3,4,22162.880000000077,699000.0,Single-Family Home,497,55.0,Large
Baltimore,MD,1947.0,1,4,1140.0,299900.0,Townhouse,497,78.0,Small
Lothian,MD,1997.0,2,3,980.0,100000.0,Other,4,28.0,Small
Baltimore,MD,1900.0,3,6,1942.0,225000.0,Unknown,497,125.0,Medium
Silver Spring,MD,1937.0,5,5,22162.880000000077,1299990.0,Single-Family Home,156,88.0,Large
Falls Church,VA,1989.0,4,6,3200.0,1095000.0,Single-Family Home,76,36.0,Large
Hollywood,MD,1964.0,2,3,2200.0,399999.0,Single-Family Home,6,61.0,Medium
Baltimore,MD,1926.0,2,3,1380.0,200000.0,Townhouse,497,99.0,Medium
Baltimore,MD,1913.0,2,3,590.0,43995.0,Other,497,112.0,Small
Springfield,VA,1985.0,4,3,2700.0,715000.0,Single-Family Home,52,40.0,Large
Baltimore,MD,1986.0,1,3,1520.0,235000.0,Townhouse,497,39.0,Medium
Baltimore,MD,1951.0,2,3,1500.0,163000.0,Townhouse,497,74.0,Medium
Upper Marlboro,MD,1963.0,3,4,2100.0,470000.0,Single-Family Home,124,62.0,Medium
Washington,DC,1916.0,1,1,673.0,399000.0,Apartment/Condo,188,109.0,Small
Leesburg,VA,2003.0,4,4,2563.0,845000.0,Single-Family Home,78,22.0,Large
Hanover,MD,2010.0,3,4,22162.880000000077,1125000.0,Single-Family Home,8,15.0,Large
Baltimore,MD,1951.0,2,3,1152.0,163000.0,Unknown,497,74.0,Small
Alexandria,VA,2004.0,1,1,786.0,333000.0,Apartment/Condo,307,21.0,Small
King George,VA,1986.0,2,3,1942.0,195000.0,Unknown,13,39.0,Medium
Baltimore,MD,1953.0,1,3,1582.0,160000.0,Townhouse,497,72.0,Medium
Silver Spring,MD,1987.0,3,3,1188.0,450000.0,Townhouse,156,38.0,Small
White Plains,MD,1997.0,3,4,2100.0,355000.0,Single-Family Home,5,28.0,Medium
Germantown,MD,1986.0,2,2,1155.0,284900.0,Townhouse,16,39.0,Small
Baltimore,MD,1930.0,4,4,2705.0,425000.0,Single-Family Home,497,95.0,Large
Baltimore,MD,1879.36,5,4,4200.0,944000.0,Single-Family Home,497,145.6400000000001,Large
Severn,MD,1997.0,4,4,20720.0,600000.0,Single-Family Home,12,28.0,Large
Glen Burnie,MD,1965.0,3,3,2050.0,399000.0,Single-Family Home,28,60.0,Medium
Ashburn,VA,2017.0,4,3,1785.0,540000.0,Single-Family Home,104,8.0,Medium
Washington,DC,1933.0,4,4,2600.0,1020000.0,Single-Family Home,188,92.0,Large
Newburg,MD,1986.0,2,3,1942.0,150000.0,Unknown,1,39.0,Medium
Silver Spring,MD,2007.0,2,1,823.0,370000.0,Apartment/Condo,156,18.0,Small
Chevy Chase,MD,1978.0,2,3,1550.0,685000.0,Townhouse,39,47.0,Medium
Pikesville,MD,1986.0,2,4,1795.0,149500.0,Single-Family Home,6,39.0,Medium
Columbia,MD,1975.0,1,1,757.0,202000.0,Apartment/Condo,50,50.0,Small
Columbia,MD,1975.0,1,1,757.0,202000.0,Apartment/Condo,50,50.0,Small
Capitol Heights,MD,1966.0,2,3,22162.880000000077,449999.0,Single-Family Home,20,59.0,Large
Manassas,VA,1986.0,2,3,1942.0,494800.0,Unknown,97,39.0,Medium
Baltimore,MD,1900.0,2,3,1380.0,34953.92,Unknown,497,125.0,Medium
Baltimore,MD,1939.0,2,3,1500.0,115000.0,Townhouse,497,86.0,Medium
Baltimore,MD,1986.0,3,3,1942.0,215000.0,Unknown,497,39.0,Medium
Arlington,VA,1983.0,1,1,622.0,330000.0,Apartment/Condo,262,42.0,Small
Fredericksburg,VA,1949.0,1,1,401.0,120000.0,Apartment/Condo,26,76.0,Small
Annandale,VA,1986.0,2,3,1942.0,298000.0,Unknown,46,39.0,Medium
Vienna,VA,2003.0,2,2,1100.0,445000.0,Townhouse,79,22.0,Small
Falls Church,VA,1983.0,1,1,946.0,269000.0,Apartment/Condo,76,42.0,Small
Washington,DC,1944.0,1,2,701.0,180000.0,Apartment/Condo,188,81.0,Small
Silver Spring,MD,1993.0,4,5,4400.0,700000.0,Single-Family Home,156,32.0,Large
Gambrills,MD,1970.0,2,4,19640.0,440000.0,Single-Family Home,5,55.0,Large
Lorton,VA,1986.0,2,3,1942.0,264000.0,Unknown,28,39.0,Medium
Falls Church,VA,1986.0,1,2,908.0,240000.0,Apartment/Condo,76,39.0,Small
Westminster,MD,1990.0,3,4,17041.0,750000.0,Single-Family Home,9,35.0,Large
Washington,DC,1879.36,1,3,310.0,285000.0,Unknown,188,145.6400000000001,Small
Leesburg,VA,2000.0,4,5,3327.0,850000.0,Single-Family Home,78,25.0,Large
Frederick,MD,2013.0,4,4,2520.0,438000.0,Single-Family Home,33,12.0,Medium
Pasadena,MD,2000.0,2,3,1683.0,409000.0,Townhouse,22,25.0,Medium
Edgewater,MD,1996.0,1,3,1568.0,549000.0,Townhouse,12,29.0,Medium
Crownsville,MD,1978.0,2,3,9200.0,498900.0,Single-Family Home,5,47.0,Large
Baltimore,MD,1964.0,1,3,1942.0,68000.0,Unknown,497,61.0,Medium
Clinton,MD,1947.0,2,3,1680.0,395000.0,Townhouse,10,78.0,Medium
Pasadena,MD,2017.0,3,4,22162.880000000077,1456280.0000000007,Single-Family Home,22,8.0,Large
Washington,DC,2006.0,1,1,698.0,369500.0,Apartment/Condo,188,19.0,Small
Waldorf,MD,1992.0,3,3,1498.0,323000.0,Townhouse,112,33.0,Medium
Washington,DC,2016.0,2,2,785.0,580000.0,Apartment/Condo,188,9.0,Small
Baltimore,MD,1921.0,2,3,1050.0,145000.0,Townhouse,497,104.0,Small
Reisterstown,MD,1994.0,3,3,1612.0,350000.0,Townhouse,12,31.0,Medium
Randallstown,MD,1986.0,2,3,1942.0,300000.0,Unknown,7,39.0,Medium
Accokeek,MD,1986.0,2,3,1942.0,135000.0,Unknown,26,39.0,Medium
Prince Frederick,MD,1986.0,2,3,1942.0,85000.0,Unknown,5,39.0,Medium
Ellicott City,MD,1989.0,4,4,22162.880000000077,825000.0,Single-Family Home,58,36.0,Large
Baltimore,MD,1998.0,2,2,1329.0,251599.0,Townhouse,497,27.0,Medium
Baltimore,MD,2003.0,3,4,2252.0,310000.0,Single-Family Home,497,22.0,Medium
Odenton,MD,1994.0,4,3,2240.0,589999.0,Single-Family Home,6,31.0,Medium
Alexandria,VA,2019.0,1,1,508.0,375000.0,Apartment/Condo,307,6.0,Small
Ashburn,VA,2020.0,5,5,3765.0,919000.0,Single-Family Home,104,5.0,Large
Edgewater,MD,2001.0,2,3,1632.0,398500.0,Townhouse,12,24.0,Medium
Westminster,MD,1997.0,4,5,3300.0,535000.0,Single-Family Home,9,28.0,Large
Baltimore,MD,1900.0,2,3,1200.0,250000.0,Townhouse,497,125.0,Small
Arlington,VA,1954.0,4,5,2241.0,1250000.0,Single-Family Home,262,71.0,Medium
Stevensville,MD,1979.0,2,4,15000.0,450000.0,Single-Family Home,12,46.0,Large
La Plata,MD,1989.0,2,4,22008.0,475000.0,Single-Family Home,16,36.0,Large
Lutherville Timonium,MD,1958.0,1,3,1091.0,398000.0,Townhouse,21,67.0,Small
Annapolis,MD,1988.0,3,3,2100.0,885500.0,Single-Family Home,44,37.0,Medium
Fredericksburg,VA,1879.36,3,4,22162.880000000077,350000.0,Single-Family Home,26,145.6400000000001,Large
Crofton,MD,1964.0,2,4,3092.0,750000.0,Single-Family Home,11,61.0,Large
Washington,DC,1986.0,2,3,1942.0,34953.92,Unknown,188,39.0,Medium
Washington,DC,1960.0,1,1,682.0,160000.0,Apartment/Condo,188,65.0,Small
Ellicott City,MD,1977.0,3,4,22162.880000000077,690000.0,Single-Family Home,58,48.0,Large
Lorton,VA,1986.0,2,3,1942.0,350000.0,Unknown,28,39.0,Medium
Hyattsville,MD,1954.0,2,4,12780.0,509000.0,Single-Family Home,90,71.0,Large
Ellicott City,MD,1986.0,2,3,1942.0,325000.0,Unknown,58,39.0,Medium
Baltimore,MD,1940.0,2,4,14001.0,329000.0,Single-Family Home,497,85.0,Large
Bowie,MD,2016.0,5,6,22162.880000000077,1165000.0,Single-Family Home,110,9.0,Large
Stafford,VA,1988.0,3,4,1600.0,449000.0,Townhouse,39,37.0,Medium
Severna Park,MD,1986.0,3,4,2000.0,810000.0,Single-Family Home,16,39.0,Medium
Columbia,MD,1969.0,4,4,2414.0,470000.0,Single-Family Home,50,56.0,Medium
Arlington,VA,2003.0,1,1,870.0,547500.0,Apartment/Condo,262,22.0,Small
Arbutus,MD,1953.0,1,2,1942.0,395000.0,Unknown,1,72.0,Medium
Baltimore,MD,1986.0,2,4,1942.0,257340.0,Unknown,497,39.0,Medium
District Heights,MD,1986.0,2,3,1942.0,354267.0,Unknown,22,39.0,Medium
Crofton,MD,2005.0,3,3,1400.0,345000.0,Townhouse,11,20.0,Medium
Scaggsville,MD,2015.0,5,6,4182.0,975000.0,Single-Family Home,2,10.0,Large
Glenn Dale,MD,1904.0,1,2,15002.0,390000.0,Other,2,121.0,Large
Leesburg,VA,1999.0,4,4,3680.0,925000.0,Single-Family Home,78,26.0,Large
Baltimore,MD,1940.0,1,2,1200.0,105557.0,Townhouse,497,85.0,Small
Arnold,MD,2006.0,3,3,1982.0,987000.0,Single-Family Home,7,19.0,Medium
Pasadena,MD,1986.0,2,3,1942.0,99999.0,Unknown,22,39.0,Medium
Stafford,VA,1994.0,4,5,22162.880000000077,600000.0,Single-Family Home,39,31.0,Large
Washington,DC,1928.0,1,1,621.0,370000.0,Apartment/Condo,188,97.0,Small
Mclean,VA,1988.0,1,1,760.0,239900.0,Apartment/Condo,148,37.0,Small
College Park,MD,1970.0,1,1,928.0,155900.0,Apartment/Condo,11,55.0,Small
Bowie,MD,2001.0,3,5,22162.880000000077,625000.0,Single-Family Home,110,24.0,Large
Baltimore,MD,1911.0,3,5,22162.880000000077,239900.0,Single-Family Home,497,114.0,Large
Washington,DC,1966.0,1,3,543.0,270000.0,Unknown,188,59.0,Small
Purcellville,VA,2002.0,2,3,2782.0,539000.0,Single-Family Home,6,23.0,Large
Washington,DC,1963.0,1,3,415.0,205000.0,Unknown,188,62.0,Small
Centreville,VA,1972.0,3,3,1160.0,428500.0,Townhouse,30,53.0,Small
Washington,DC,1900.0,3,3,1860.0,876000.0,Single-Family Home,188,125.0,Medium
Baltimore,MD,1954.0,1,3,1800.0,315000.0,Single-Family Home,497,71.0,Medium
Cobb Island,MD,1930.0,1,2,10856.0,350000.0,Other,2,95.0,Large
Baltimore,MD,1910.0,1,3,1200.0,34953.92,Unknown,497,115.0,Small
Manassas,VA,1978.0,2,5,2900.0,579900.0,Single-Family Home,97,47.0,Large
Ashburn,VA,2012.0,4,4,200.0,630000.0,Other,104,13.0,Small
La Plata,MD,1976.0,3,5,22007.0,345000.0,Single-Family Home,16,49.0,Large
Glenn Dale,MD,1986.0,2,3,1942.0,690000.0,Unknown,2,39.0,Medium
La Plata,MD,1998.0,5,6,3928.0,869000.0,Single-Family Home,16,27.0,Large
Accokeek,MD,2016.0,3,4,2265.0,630000.0,Single-Family Home,26,9.0,Medium
Frederick,MD,2019.0,4,5,2486.0,459000.0,Single-Family Home,33,6.0,Medium
Washington,DC,1910.0,2,3,1390.0,450000.0,Townhouse,188,115.0,Medium
Olney,MD,1980.0,4,3,1100.0,465000.0,Townhouse,15,45.0,Small
Baltimore,MD,1986.0,2,2,1942.0,159900.0,Unknown,497,39.0,Medium
Washington,DC,1921.0,3,4,1882.0,615000.0,Single-Family Home,188,104.0,Medium
College Park,MD,1947.0,3,5,1704.0,599999.0,Single-Family Home,11,78.0,Medium
Washington,DC,1900.0,2,3,1850.0,1200000.0,Single-Family Home,188,125.0,Medium
Baltimore,MD,1986.0,1,3,2.0,159900.0,Other,497,39.0,Medium
Chantilly,VA,1982.0,3,3,1278.0,415000.0,Townhouse,39,43.0,Small
Falls Church,VA,1953.0,2,3,10075.0,780000.0,Single-Family Home,76,72.0,Large
